ID_cliente,ID_producto,unidades,venta
52,23,1.0,1950.0
52,24,7.0,10190.0
52,32,1.0,720.0
52,36,14.0,24780.0
52,71,6.0,920.0
52,75,2.0,0.0
52,76,24.0,0.0
54,9,1.0,1480.0
54,36,1.0,1870.0
54,71,1.0,150.0
54,76,1.0,0.0
55,16,1.0,999.0
55,36,3.0,3131.0
55,45,1.0,3300.0
55,48,3.0,7730.0
55,76,8.0,0.0
56,46,1.0,2740.0
56,71,1.0,120.0
56,76,2.0,0.0
57,33,1.0,2470.0
57,43,1.0,2570.0
57,45,1.0,4400.0
57,52,1.0,3470.0
57,75,6.0,0.0
57,76,2.0,0.0
57,712,1.0,140.0
58,9,1.0,1650.0
58,10,1.0,840.0
58,15,2.0,2710.0
58,24,3.0,4500.0
58,35,4.0,6610.0
58,71,2.0,270.0
58,76,11.0,0.0
60,11,1.0,2145.37
60,16,1.0,1220.0
60,24,1.0,2145.37
60,26,1.0,660.0
60,32,4.0,6132.53
60,36,4.0,5322.05
60,42,1.0,1377.0
60,48,10.0,30706.32
60,49,1.0,6445.13
60,71,13.0,1814.74
60,75,12.0,0.0
60,76,22.0,0.0
60,711,7.0,9461.48
62,46,1.0,3290.0
62,71,1.0,120.0
62,76,2.0,0.0
65,16,1.0,1010.0
65,25,1.0,600.0
65,31,1.0,720.0
65,36,8.0,9440.0
65,46,1.0,5300.0
65,48,1.0,1980.0
65,52,5.0,18810.0
65,69,3.0,270.0
65,71,6.0,780.0
65,75,4.0,0.0
65,76,15.0,0.0
68,16,2.0,1840.0
68,20,1.0,920.0
68,24,1.0,920.0
68,33,1.0,820.0
68,36,3.0,4230.0
68,46,1.0,3290.0
68,71,2.0,240.0
68,76,7.0,0.0
69,16,1.0,1220.0
69,36,1.0,1080.0
69,49,1.0,3260.0
69,76,3.0,0.0
71,1,7.0,9410.0
71,16,12.0,21220.0
71,20,1.0,920.0
71,21,4.0,9280.0
71,48,3.0,8060.0
71,71,15.0,2360.0
71,75,10.0,0.0
71,76,25.0,0.0
74,36,1.0,1530.0
74,49,1.0,4392.0
74,50,1.0,6450.0
74,53,2.0,15750.0
74,76,12.0,0.0
75,15,1.0,920.0
75,19,1.0,920.0
75,71,1.0,120.0
75,76,2.0,0.0
76,16,2.0,4760.0
76,20,1.0,2380.0
76,36,1.0,2490.0
76,76,3.0,0.0
78,11,1.0,920.0
78,12,1.0,920.0
78,15,1.0,920.0
78,16,3.0,3590.0
78,17,1.0,920.0
78,18,1.0,920.0
78,20,2.0,2370.0
78,21,3.0,3590.0
78,22,3.0,3590.0
78,23,1.0,2620.0
78,43,1.0,2570.0
78,45,1.0,4400.0
78,49,1.0,7860.0
78,50,1.0,4580.0
78,70,1.0,920.0
78,72,1.0,920.0
78,75,12.0,0.0
78,76,12.0,0.0
79,16,2.0,5340.0
79,20,1.0,1755.0
79,22,2.0,5340.0
79,43,1.0,4050.0
79,45,2.0,7600.0
79,48,1.0,3250.0
79,76,13.0,0.0
81,5,1.0,1650.0
81,6,1.0,1099.72
81,9,2.0,2490.0
81,12,2.0,2890.88
81,20,20.0,29645.83
81,22,21.0,30432.74
81,25,6.0,5515.26
81,36,30.0,46286.48
81,38,1.0,2100.0
81,48,7.0,20222.15
81,49,5.0,22241.15
81,71,32.0,4490.79
81,75,12.0,0.0
81,76,57.0,0.0
81,711,1.0,1790.0
85,2,1.0,1110.0
85,3,1.0,1110.0
85,8,2.0,2760.0
85,9,1.0,1110.0
85,16,1.0,1950.0
85,36,7.0,13204.0
85,37,1.0,1310.0
85,38,1.0,1310.0
85,42,4.0,12410.0
85,75,2.0,0.0
85,76,14.0,0.0
85,713,7.0,1475.0
86,1,1.0,920.0
86,13,1.0,831.83
86,16,2.0,2030.0
86,19,4.0,4391.83
86,20,1.0,1630.0
86,21,1.0,1630.0
86,23,2.0,1751.83
86,24,1.0,1110.0
86,26,1.0,730.0
86,34,1.0,990.0
86,36,1.0,1080.0
86,49,3.0,11945.57
86,52,1.0,3470.0
86,71,7.0,816.93
86,75,6.0,0.0
86,76,10.0,0.0
87,3,1.0,920.0
87,11,1.0,1010.0
87,16,1.0,1010.0
87,36,1.0,1080.0
89,9,1.0,920.0
89,46,1.0,2990.0
89,76,3.0,0.0
90,11,1.0,920.0
90,21,1.0,920.0
90,73,1.0,720.0
90,76,2.0,0.0
94,16,1.0,1950.0
94,20,1.0,1950.0
94,48,5.0,18840.0
94,71,4.0,690.0
94,75,2.0,0.0
94,76,7.0,0.0
95,20,1.0,1630.0
95,22,1.0,1630.0
95,45,1.0,2120.0
95,48,2.0,6940.0
95,49,2.0,8297.47
95,71,3.0,482.53
95,75,4.0,0.0
95,76,8.0,0.0
96,6,1.0,1220.0
96,16,1.0,1010.0
96,20,3.0,3570.0
96,31,4.0,3850.0
96,32,1.0,870.0
96,36,11.0,19040.0
96,49,8.0,44000.0
96,51,1.0,2980.0
96,69,2.0,850.0
96,71,2.0,240.0
96,73,1.0,870.0
96,75,2.0,0.0
96,76,17.0,0.0
97,16,5.0,6620.0
97,36,10.0,14060.0
97,71,5.0,600.0
97,75,5.0,0.0
97,76,11.0,0.0
98,47,1.0,6400.0
98,50,1.0,6770.0
98,75,7.0,0.0
98,76,8.0,0.0
99,25,1.0,660.0
99,49,1.0,3260.0
100,1,1.0,756.0
100,7,6.0,7052.0
100,8,3.0,2760.0
100,9,9.0,9812.0
100,11,4.0,5360.0
100,17,2.0,3340.0
100,31,4.0,3778.0
100,75,6.0,0.0
100,76,14.0,0.0
104,31,1.0,960.0
104,32,3.0,4060.0
104,33,1.0,1100.0
104,34,15.0,22870.0
104,42,1.0,2050.0
104,45,1.0,2800.0
104,48,5.0,24340.0
104,51,8.0,22835.0
104,52,2.0,7640.0
104,67,23.0,7470.0
104,68,27.0,2491.0
104,69,34.0,6714.0
104,75,10.0,0.0
104,76,31.0,0.0
105,16,8.0,11128.0
105,18,2.0,2330.0
105,20,1.0,828.0
105,22,6.0,10418.0
105,24,4.0,4708.0
105,31,4.0,3340.0
105,32,6.0,5460.0
105,34,2.0,2090.0
105,35,1.0,2740.0
105,39,1.0,2100.0
105,41,1.0,1310.0
105,52,1.0,3449.63
105,53,10.0,77024.48
105,67,1.0,90.0
105,68,1.0,81.22
105,69,1.0,90.0
105,71,12.0,1646.67
105,75,2.0,0.0
105,76,31.0,0.0
105,711,5.0,8628.0
105,712,1.0,200.0
106,8,14.0,19160.0
106,9,2.0,1680.0
106,16,5.0,7390.0
106,19,1.0,1450.0
106,20,1.0,1950.0
106,36,20.0,35290.0
106,45,1.0,4000.0
106,49,2.0,9160.0
106,50,1.0,9900.0
106,71,16.0,2070.0
106,75,6.0,0.0
106,76,39.0,0.0
108,4,1.0,1485.0
108,7,1.0,1485.0
108,13,1.0,1755.0
108,16,1.0,1755.0
108,36,1.0,1854.0
108,38,1.0,1422.0
108,40,1.0,1422.0
108,76,6.0,0.0
109,9,1.0,1220.0
109,18,1.0,1350.0
109,35,1.0,1450.0
109,75,2.0,0.0
109,76,2.0,0.0
109,712,1.0,140.0
110,24,1.0,1790.0
110,48,1.0,3570.0
110,51,2.0,6400.0
110,76,3.0,0.0
110,93,2.0,300.0
112,50,1.0,4160.0
112,71,1.0,120.0
112,76,4.0,0.0
113,20,2.0,2710.0
113,21,2.0,2710.0
113,32,1.0,1550.0
113,48,3.0,10650.0
113,68,2.0,220.0
113,76,2.0,0.0
114,1,1.0,840.0
114,9,1.0,1162.45
114,15,2.0,2316.74
114,16,3.0,3866.74
114,19,3.0,3866.74
114,22,2.0,2316.74
114,23,2.0,2316.74
114,24,1.0,1550.0
114,36,3.0,3926.74
114,48,3.0,14240.0
114,51,1.0,4950.0
114,53,1.0,5951.79
114,71,7.0,986.34
114,76,24.0,0.0
115,4,1.0,1100.57
115,19,1.0,1950.0
115,20,1.0,1308.06
115,22,1.0,1950.0
115,23,1.0,1308.06
115,36,2.0,3368.06
115,71,2.0,288.25
115,76,3.0,0.0
116,15,1.0,1790.0
116,16,2.0,3730.0
116,20,10.0,18170.0
116,22,10.0,16620.0
116,36,1.0,2060.0
116,71,11.0,1730.0
116,76,18.0,0.0
117,48,2.0,7800.0
117,71,2.0,360.0
117,76,4.0,0.0
119,25,2.0,3287.56
119,31,2.0,3686.18
119,35,1.0,2060.0
119,36,2.0,4533.7
119,71,2.0,360.56
119,76,4.0,0.0
120,4,2.0,1680.0
120,9,3.0,2520.0
120,10,5.0,7610.0
120,11,13.0,18930.0
120,16,13.0,22190.0
120,17,1.0,1790.0
120,22,1.0,1010.0
120,23,3.0,7480.0
120,24,4.0,7120.0
120,25,2.0,1700.0
120,34,2.0,2300.0
120,46,1.0,2990.0
120,47,1.0,10700.0
120,48,1.0,3570.0
120,52,1.0,3470.0
120,75,12.0,0.0
120,76,30.0,0.0
120,712,20.0,3600.0
121,14,1.0,1010.0
121,50,1.0,4580.0
121,51,1.0,2470.0
121,75,6.0,0.0
126,8,1.0,1650.0
126,16,8.0,12965.0
126,20,8.0,12965.0
126,24,1.0,920.0
126,35,6.0,10585.0
126,69,1.0,110.0
126,75,4.0,0.0
126,76,12.0,0.0
126,713,6.0,985.0
127,20,1.0,1630.0
127,22,1.0,1630.0
127,36,1.0,1700.0
127,71,1.0,120.0
127,76,2.0,0.0
129,10,1.0,840.0
129,13,2.0,5240.0
129,16,14.0,20685.79
129,20,1.0,1630.0
129,22,2.0,3080.0
129,24,2.0,2020.0
129,36,14.0,21668.01
129,49,1.0,2970.0
129,51,1.0,2980.0
129,71,15.0,1975.4
129,72,1.0,1615.79
129,75,6.0,0.0
129,76,20.0,0.0
129,80,1.0,1790.0
129,711,1.0,920.0
134,11,3.0,3920.0
134,16,3.0,3920.0
134,19,2.0,1840.0
134,20,3.0,4790.0
134,21,2.0,3000.0
134,22,2.0,1840.0
134,36,1.0,980.0
134,71,2.0,240.0
134,76,5.0,0.0
136,5,1.0,1980.0
136,11,1.0,1110.0
136,13,1.0,1110.0
136,16,1.0,1110.0
136,45,1.0,4000.0
136,48,2.0,8040.0
136,49,1.0,4880.0
136,71,2.0,240.0
136,74,3.0,4130.0
136,75,2.0,0.0
136,76,8.0,0.0
137,1,1.0,1980.0
137,8,1.0,1980.0
137,9,1.0,1980.0
137,40,1.0,1900.0
137,41,1.0,1900.0
137,71,1.0,200.0
137,76,3.0,0.0
139,1,1.0,1480.0
139,7,1.0,920.0
139,9,5.0,6379.0
139,11,1.0,2150.0
139,13,1.0,1098.0
139,15,1.0,2150.0
139,19,1.0,1098.0
139,20,1.0,1110.0
139,22,3.0,4950.0
139,24,1.0,1790.0
139,31,4.0,4074.0
139,35,2.0,2369.0
139,36,1.0,1870.0
139,67,1.0,90.0
139,68,2.0,162.0
139,69,5.0,771.0
139,70,1.0,1098.0
139,71,1.0,200.0
139,75,2.0,0.0
139,76,10.0,0.0
143,11,1.0,1110.0
143,13,1.0,1110.0
143,36,1.0,1190.0
143,43,1.0,3110.0
143,76,4.0,0.0
144,16,2.0,2740.0
144,18,1.0,1110.0
144,36,2.0,2890.0
144,38,1.0,990.0
144,40,1.0,990.0
144,71,1.0,120.0
144,75,2.0,0.0
144,76,3.0,0.0
144,713,1.0,150.0
146,49,1.0,5900.0
146,53,1.0,4990.0
146,69,3.0,480.0
146,75,4.0,0.0
146,76,2.0,0.0
147,3,1.0,840.0
147,4,1.0,840.0
147,16,1.0,920.0
147,22,1.0,920.0
147,31,1.0,960.0
147,46,1.0,7100.0
147,49,2.0,12150.0
147,71,4.0,690.0
147,75,5.0,0.0
147,76,2.0,0.0
150,4,1.0,2180.0
150,5,14.0,19088.0
150,6,1.0,1480.0
150,11,12.0,12805.0
150,16,3.0,6460.0
150,24,1.0,1790.0
150,30,13.0,18557.0
150,34,26.0,40599.0
150,37,14.0,19596.0
150,38,1.0,1296.0
150,39,3.0,4316.0
150,40,1.0,1440.0
150,51,18.0,59988.0
150,52,1.0,3820.0
150,75,30.0,0.0
150,76,12.0,0.0
152,35,1.0,1700.0
152,36,3.0,3510.0
155,11,10.0,18075.0
155,12,2.0,2120.0
155,13,2.0,4270.0
155,15,2.0,3640.0
155,16,13.0,22905.0
155,19,2.0,4170.0
155,21,1.0,2720.0
155,30,3.0,4930.0
155,35,2.0,3914.0
155,36,1.0,1870.0
155,37,1.0,1310.0
155,41,1.0,1422.0
155,53,1.0,9800.0
155,71,12.0,1940.0
155,74,1.0,1700.0
155,75,15.0,0.0
155,76,18.0,0.0
156,31,1.0,2200.0
156,43,1.0,5990.0
156,51,2.0,4960.0
156,52,2.0,8090.0
156,75,4.0,0.0
156,76,3.0,0.0
159,36,13.0,16441.0
159,38,1.0,1310.0
159,45,1.0,2800.0
159,48,6.0,15790.0
159,49,6.0,19708.0
159,75,2.0,0.0
159,76,22.0,0.0
163,16,1.0,1350.0
163,22,1.0,1350.0
163,36,3.0,3830.0
163,47,1.0,4760.0
163,48,1.0,2400.0
163,71,2.0,240.0
163,75,10.0,0.0
163,76,7.0,0.0
164,35,1.0,1450.0
164,45,2.0,5350.0
164,46,1.0,3620.0
164,48,1.0,3900.0
164,71,2.0,330.0
164,76,8.0,0.0
166,52,4.0,38034.0
166,71,1.0,200.0
166,76,8.0,0.0
166,712,3.0,725.0
169,1,18.0,32170.0
169,5,2.0,2490.0
169,7,42.0,56530.0
169,9,71.0,98120.0
169,10,1.0,1010.0
169,11,1.0,1010.0
169,13,10.0,23970.0
169,16,1.0,1010.0
169,21,1.0,1220.0
169,31,1.0,790.0
169,33,7.0,9290.0
169,36,7.0,10770.0
169,38,4.0,6040.0
169,48,1.0,2180.0
169,51,1.0,2250.0
169,71,7.0,960.0
169,75,10.0,0.0
169,76,59.0,0.0
169,81,1.0,1630.0
169,93,1.0,100.0
169,711,4.0,4870.0
169,712,41.0,7010.0
170,16,1.0,1010.0
170,22,1.0,1010.0
170,42,1.0,1530.0
170,45,47.0,138410.0
170,48,1.0,1980.0
170,71,51.0,7670.0
170,75,52.0,0.0
170,76,89.0,0.0
172,9,1.0,1480.0
172,11,1.0,920.0
172,16,7.0,11440.0
172,17,3.0,4660.0
172,19,4.0,6940.0
172,20,6.0,9650.0
172,22,1.0,1790.0
172,24,1.0,920.0
172,28,1.0,720.0
172,35,4.0,5280.0
172,36,4.0,7040.0
172,71,5.0,740.0
172,72,1.0,1450.0
172,76,29.0,0.0
175,46,1.0,7400.0
175,76,2.0,0.0
176,3,1.0,840.0
176,16,3.0,2760.0
176,18,2.0,1840.0
176,24,2.0,1840.0
176,27,1.0,720.0
176,69,2.0,180.0
176,75,1.0,0.0
176,76,6.0,0.0
178,3,1.0,1487.36
178,5,1.0,1487.36
178,9,1.0,1487.36
178,16,2.0,2677.79
178,19,1.0,1757.79
178,20,1.0,920.0
178,23,1.0,1757.79
178,40,3.0,3510.0
178,41,5.0,6134.26
178,48,3.0,9570.0
178,51,1.0,4500.0
178,71,6.0,762.26
178,76,14.0,0.0
178,94,2.0,400.0
181,9,1.0,840.0
181,16,1.0,920.0
181,45,1.0,2700.0
181,71,1.0,120.0
181,76,2.0,0.0
182,51,3.0,6750.0
182,75,4.0,0.0
185,50,1.0,5000.0
186,1,1.0,1650.0
186,5,2.0,2660.0
186,10,2.0,3300.0
186,11,2.0,3060.0
186,14,2.0,3900.0
186,16,2.0,3060.0
186,20,1.0,1950.0
186,23,1.0,1950.0
186,25,1.0,730.0
186,31,1.0,870.0
186,33,1.0,990.0
186,53,1.0,4670.0
186,75,4.0,0.0
186,76,6.0,0.0
186,711,1.0,1950.0
186,712,2.0,400.0
187,17,1.0,920.0
187,20,1.0,920.0
187,21,1.0,920.0
187,22,1.0,920.0
187,24,1.0,920.0
187,49,1.0,4880.0
187,71,2.0,240.0
187,76,8.0,0.0
188,9,1.0,1110.0
188,36,4.0,6240.0
188,71,1.0,120.0
188,76,2.0,0.0
189,16,1.0,2620.0
189,18,1.0,1950.0
189,35,9.0,17670.0
189,36,16.0,27690.0
189,46,1.0,7100.0
189,51,4.0,11540.0
189,70,3.0,6280.0
189,71,1.0,120.0
189,75,2.0,0.0
189,76,28.0,0.0
190,11,1.0,920.0
190,13,1.0,1010.0
190,14,1.0,920.0
190,17,3.0,3720.0
190,18,1.0,1110.0
190,20,1.0,1790.0
190,23,1.0,920.0
190,27,1.0,790.0
190,35,5.0,7302.0
190,36,1.0,1080.0
190,45,3.0,6430.0
190,48,12.0,34510.0
190,51,3.0,8225.0
190,69,1.0,90.0
190,75,3.0,0.0
192,3,2.0,2910.0
192,4,1.0,1110.0
192,6,1.0,1800.0
192,9,1.0,1800.0
192,16,1.0,2150.0
192,19,1.0,2150.0
192,23,1.0,1220.0
192,35,3.0,4650.0
192,51,1.0,2470.0
192,69,1.0,90.0
192,71,2.0,320.0
192,75,2.0,0.0
192,76,9.0,0.0
192,712,1.0,140.0
194,49,1.0,5900.0
194,76,2.0,0.0
195,9,1.0,920.0
195,16,5.0,5810.0
195,17,1.0,1950.0
195,20,2.0,1840.0
195,22,5.0,5810.0
195,49,1.0,5370.0
195,71,4.0,480.0
195,72,2.0,2960.0
195,75,2.0,0.0
195,76,12.0,0.0
199,43,1.0,2340.0
199,75,2.0,0.0
201,35,1.0,1700.0
201,41,1.0,1310.0
201,71,1.0,120.0
201,76,2.0,0.0
202,14,2.0,3390.0
202,16,3.0,5340.0
202,20,1.0,1950.0
202,22,3.0,5340.0
202,76,6.0,0.0
202,713,3.0,700.0
203,3,1.0,1650.0
203,7,1.0,1650.0
203,16,8.0,15450.0
203,19,1.0,2620.0
203,21,1.0,2620.0
203,22,3.0,6280.0
203,41,1.0,2100.0
203,48,4.0,19170.0
203,50,1.0,3744.0
203,69,5.0,2150.0
203,71,5.0,1010.0
203,75,4.0,0.0
203,76,17.0,0.0
204,1,1.0,1650.0
204,7,1.0,1650.0
204,8,1.0,1650.0
204,17,1.0,1950.0
204,76,3.0,0.0
204,713,1.0,250.0
205,13,2.0,2770.0
205,16,9.0,14710.0
205,18,1.0,1790.0
205,19,2.0,4330.0
205,20,1.0,2380.0
205,21,1.0,1220.0
205,23,2.0,3490.0
205,36,8.0,14270.0
205,71,4.0,570.0
205,75,3.0,0.0
205,76,12.0,0.0
208,16,1.0,1790.0
